Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating ,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
2117,58,Male,Coat,Outerwear,53,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,42,Debit Card,Bi-Weekly
2118,65,Female,Phone,Clothing,707.83,Los Angeles,S,Red,Summer,3,No,Express,Yes,30,Debit Card,Weekly
2119,52,Female,Sandals,Footwear,32,Colorado,L,Cyan,Fall,3.3,No,Free Shipping,No,17,Credit Card,Fortnightly
2120,48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Yes,Express,Yes,36,Credit Card,Every 3 Months
2121,60,Male,Laptop,Accessories,0,Phoenix,M,Blue,Summer,0,No,Express,No,3,Debit Card,Monthly
2122,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Next Day Air,No,16,PayPal,Quarterly
2123,40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,36,Cash,Annually
2124,19,Male,Pants,Clothing,28,Georgia,S,Olive,Spring,4,Yes,2-Day Shipping,Yes,21,Credit Card,Every 3 Months
2125,28,Male,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Standard,Yes,8,Venmo,Bi-Weekly
2126,52,Male,Shirt,Clothing,28,California,M,Turquoise,Spring,3.6,No,Next Day Air,Yes,28,Cash,Fortnightly
2127,41,Male,Phone,Electronics,0,Chicago,,White,Winter,0,Yes,Express,Yes,0,Credit Card,Monthly
2128,20,Female,Phone,Clothing,0,Chicago,XL,White,Winter,2,No,Express,Yes,0,PayPal,Weekly
2129,40,Male,Jacket,Outerwear,41,New Mexico,L,Pink,Fall,3.4,No,Next Day Air,Yes,49,Venmo,Monthly
2130,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,0,Yes,Store Pickup,Yes,31,Credit Card,Quarterly
2131,68,Male,Boots,Footwear,34,Delaware,S,Olive,Spring,4,No,Standard,Yes,7,Venmo,Fortnightly
2132,66,Other,Headphones,Accessories,526.52,Houston,L,Black,Summer,0,No,Standard,No,0,Debit Card,Weekly
2133,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3,Yes,2-Day Shipping,Yes,6,PayPal,Fortnightly
2134,46,Female,Shoes,Footwear,22,Georgia,L,Olive,Winter,2.6,No,Standard,No,22,Bank Transfer,Quarterly
2135,23,Male,Laptop,Accessories,443.37,Chicago,L,Red,Spring,3,No,Standard,No,28,PayPal,Quarterly
2135,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4,Yes,Standard,Yes,37,Bank Transfer,Monthly
2136,26,Male,Bag,Clothing,1072.05,Los Angeles,M,White,Winter,0,Yes,Standard,No,0,PayPal,Monthly
2137,56,Male,Sandals,Footwear,38,Maine,XL,Turquoise,Winter,5,No,Free Shipping,No,29,PayPal,Monthly
2138,60,Male,Phone,Clothing,948.69,Phoenix,S,Black,Autumn,0,Yes,Express,No,23,Debit Card,Weekly
2139,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,18,Debit Card,Annually
2140,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Store Pickup,Yes,43,PayPal,Fortnightly
2141,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,9,Credit Card,Weekly
2142,27,Male,Watch,Electronics,897.39,New York,,Black,Summer,1,No,Standard,No,0,PayPal,Monthly
2143,57,Male,Bag,Electronics,0,Houston,,Blue,Winter,5,No,Express,Yes,0,Debit Card,Quarterly
2144,42,Female,Watch,Electronics,866.03,Los Angeles,,Black,Autumn,3,Yes,Express,No,0,Debit Card,Weekly
2145,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,50,PayPal,Weekly
2146,21,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,11,Bank Transfer,Every 3 Months
2147,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,40,Bank Transfer,Monthly
2148,68,Female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,No,Standard,No,24,Venmo,Quarterly
2149,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,21,Debit Card,Fortnightly
2150,21,Female,Hat,Accessories,56,South Carolina,M,Peach,Fall,3.6,No,Free Shipping,No,13,Credit Card,Quarterly
2151,19,Male,Hat,Accessories,81,Nebraska,M,Olive,Winter,3.1,No,Store Pickup,Yes,48,Venmo,Annually
2152,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,31,Debit Card,Weekly
2153,44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,No,2-Day Shipping,No,13,Venmo,Fortnightly
2154,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,6,PayPal,Fortnightly
2155,67,Female,Laptop,Clothing,0,New York,L,Red,Autumn,0,Yes,Express,Yes,32,Debit Card,Monthly
2156,67,Female,Phone,Accessories,1009.61,Los Angeles,S,Green,Winter,3,Yes,Standard,No,1,PayPal,Quarterly
2157,50,Male,Hoodie,Clothing,98,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,25,Cash,Fortnightly
2158,63,Female,Phone,Clothing,0,New York,S,Black,Spring,1,No,Express,No,0,Cash,Quarterly
2158,55,Female,Jacket,Outerwear,50,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,35,Credit Card,Monthly
2159,42,Other,Watch,Electronics,643,New York,,White,Autumn,2,Yes,Express,Yes,0,PayPal,Weekly
2160,27,Male,Hat,Accessories,63,Florida,M,Brown,Summer,4.6,No,2-Day Shipping,No,26,Credit Card,Fortnightly
2161,66,Other,Watch,Electronics,0,New York,,White,Autumn,0,No,Standard,Yes,47,Debit Card,Quarterly
2162,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,32,Venmo,Annually
2163,34,Other,Phone,Accessories,0,Los Angeles,L,White,Autumn,0,Yes,Express,No,35,Debit Card,Weekly
2164,52,Male,Sweater,Clothing,83,Texas,M,Peach,Fall,2.9,No,Express,Yes,24,Cash,Fortnightly
2165,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,35,Bank Transfer,Quarterly
2166,35,Female,Jewelry,Accessories,86,Michigan,L,Indigo,Summer,3.5,No,Standard,No,5,PayPal,Fortnightly
2167,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,4,Credit Card,Weekly
2168,29,Male,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,Yes,42,Debit Card,Quarterly
2169,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,37,Venmo,Annually
2170,53,Other,Headphones,Clothing,257.44,Chicago,L,Green,Summer,5,No,Express,No,0,Cash,Quarterly
2171,65,Female,Jacket,Outerwear,81,Washington,S,Turquoise,Spring,5,No,Store Pickup,No,1,Credit Card,Bi-Weekly
2172,29,Female,Bag,Clothing,837.03,Houston,M,Black,Winter,0,No,Standard,Yes,0,Debit Card,Weekly
2173,21,Male,Socks,Clothing,23,Maine,S,Beige,Fall,4.8,No,2-Day Shipping,No,6,Venmo,Every 3 Months
2174,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,27,Bank Transfer,Monthly
2175,59,Female,Sneakers,Footwear,65,North Carolina,L,Maroon,Winter,3.9,No,2-Day Shipping,No,5,Venmo,Every 3 Months
2176,26,Male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,3,No,Next Day Air,No,3,Debit Card,Bi-Weekly
2177,58,Other,Shoes,Accessories,1264.53,Los Angeles,S,Red,Winter,0,Yes,Standard,Yes,0,Cash,Quarterly
2178,27,Male,Sandals,Footwear,76,Arizona,M,Pink,Spring,4.4,No,Standard,Yes,13,Venmo,Monthly
2179,60,Other,Phone,Electronics,1460.51,Chicago,,White,Summer,2,No,Standard,Yes,20,Cash,Quarterly
2180,58,Female,Sweater,Clothing,23,California,M,Turquoise,Winter,3,No,Next Day Air,No,46,Bank Transfer,Bi-Weekly
2181,33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,26,Cash,Quarterly
2182,25,Female,Shoes,Electronics,0,Houston,,Red,Autumn,0,Yes,Express,Yes,37,Debit Card,Quarterly
2182,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,No,Free Shipping,No,21,Debit Card,Bi-Weekly
2183,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,16,PayPal,Every 3 Months
2184,60,Female,Watch,Clothing,967.77,Phoenix,M,White,Autumn,0,Yes,Express,No,3,Debit Card,Quarterly
2185,57,Female,Gloves,Accessories,83,Alaska,S,Cyan,Winter,3.9,No,Standard,No,48,PayPal,Fortnightly
2186,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,18,Debit Card,Quarterly
2187,55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,0,Yes,Free Shipping,Yes,31,PayPal,Annually
2188,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,36,Venmo,Every 3 Months
2189,35,Other,Laptop,Electronics,0,Los Angeles,,Blue,Autumn,3,No,Standard,Yes,0,Cash,Quarterly
2190,53,Male,Boots,Footwear,52,New Hampshire,XL,Peach,Fall,3,No,Store Pickup,No,30,Debit Card,Fortnightly
2191,28,Male,Coat,Outerwear,23,South Carolina,S,Orange,Summer,3.6,No,Store Pickup,Yes,30,Cash,Every 3 Months
2192,26,Male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,No,Standard,No,35,Cash,Monthly
2193,55,Female,T-shirt,Clothing,97,Minnesota,M,Black,Fall,4.1,No,2-Day Shipping,No,20,Bank Transfer,Every 3 Months
2194,46,Male,Shorts,Clothing,73,Utah,XL,Brown,Spring,4.6,No,Standard,No,36,Debit Card,Quarterly
2195,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,26,Debit Card,Every 3 Months
2196,33,Female,Headphones,Accessories,464.15,Los Angeles,L,Blue,Autumn,2,No,Express,Yes,34,Credit Card,Monthly
2197,46,Female,Headphones,Electronics,0,Chicago,,Black,Spring,0,Yes,Standard,No,31,Debit Card,Weekly
2198,35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,Store Pickup,No,16,Venmo,Every 3 Months
2199,49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Standard,No,7,Credit Card,Monthly
2200,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,43,Debit Card,Every 3 Months
2201,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Express,No,5,Venmo,Weekly
2202,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3,No,Free Shipping,No,49,PayPal,Monthly
2203,27,Male,Scarf,Accessories,67,Montana,L,Peach,Summer,0,No,2-Day Shipping,Yes,41,Bank Transfer,Every 3 Months
2204,31,Other,Laptop,Accessories,0,New York,S,Blue,Winter,0,Yes,Express,No,23,PayPal,Quarterly
2205,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,44,Credit Card,Monthly
2206,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,18,Venmo,Annually
2207,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,22,Bank Transfer,Quarterly
2208,65,Other,Headphones,Clothing,585.59,Chicago,L,White,Spring,3,No,Express,Yes,5,Debit Card,Monthly
2209,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,14,Debit Card,Every 3 Months
2210,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,No,Express,No,23,Cash,Weekly
2211,59,Male,T-shirt,Clothing,84,Missouri,L,Orange,Winter,3.7,No,Express,Yes,45,Bank Transfer,Every 3 Months
2212,46,Male,Gloves,Accessories,58,Idaho,L,Yellow,Spring,3.9,No,Express,Yes,14,PayPal,Fortnightly
2213,59,Male,Sweater,Clothing,32,Illinois,M,Teal,Summer,3.1,No,Standard,Yes,46,Venmo,Fortnightly
2214,51,Male,Phone,Electronics,750.93,Houston,,Red,Autumn,0,No,Express,No,35,Debit Card,Monthly
2215,37,Other,Bag,Accessories,0,New York,M,Black,Summer,3,Yes,Standard,Yes,0,Credit Card,Monthly
2216,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,32,Debit Card,Weekly
2217,64,Female,Jacket,Outerwear,57,Wyoming,M,Yellow,Spring,4.9,No,Standard,No,49,Credit Card,Monthly
2218,62,Male,Dress,Clothing,23,Arkansas,M,Lavender,Spring,3.9,No,Express,Yes,40,Cash,Quarterly
2219,65,Female,Shorts,Clothing,94,New York,L,Green,Fall,2.9,No,Store Pickup,No,13,PayPal,Annually
2220,26,Female,Blouse,Clothing,84,Kentucky,M,Peach,Spring,5,No,Store Pickup,No,36,PayPal,Fortnightly
2221,18,Male,Socks,Clothing,41,New York,L,Lavender,Winter,2.5,No,Store Pickup,Yes,20,Cash,Every 3 Months
2222,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,20,Cash,Annually
2223,33,Male,Socks,Clothing,100,New Hampshire,M,Peach,Winter,2.7,No,Store Pickup,Yes,39,Credit Card,Monthly
2224,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3,Yes,Store Pickup,Yes,19,Bank Transfer,Weekly
2225,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,41,Venmo,Quarterly
2226,23,Female,Laptop,Electronics,109.58,Houston,,Black,Summer,0,Yes,Standard,No,0,PayPal,Weekly
2227,35,Female,Watch,Electronics,0,Los Angeles,,Green,Spring,3,Yes,Express,Yes,24,Cash,Monthly
2227,33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Free Shipping,No,40,Venmo,Every 3 Months
2228,31,Female,Skirt,Clothing,34,Washington,M,White,Spring,3.6,No,Express,No,46,PayPal,Weekly
2229,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,47,Bank Transfer,Fortnightly
2230,42,Male,Shirt,Electronics,357.92,Phoenix,,Green,Winter,0,No,Standard,Yes,0,Cash,Monthly
2231,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,30,Cash,Monthly
2232,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,11,PayPal,Fortnightly
2233,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,7,Cash,Monthly
2234,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,22,Debit Card,Bi-Weekly
2235,51,Male,Skirt,Clothing,64,Arkansas,M,Blue,Summer,3.1,No,Store Pickup,Yes,47,PayPal,Annually
2236,24,Female,Jacket,Outerwear,98,Virginia,L,Turquoise,Spring,3,No,Free Shipping,No,16,Venmo,Annually
2237,63,Male,Scarf,Accessories,96,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,50,Cash,Weekly
2238,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,21,PayPal,Weekly
2239,51,Male,Sandals,Footwear,60,Michigan,S,Black,Fall,3.5,No,Free Shipping,Yes,12,Venmo,Every 3 Months
2240,56,Other,Bag,Electronics,752.44,Phoenix,,Black,Summer,1,No,Express,Yes,14,Cash,Quarterly
2241,62,Female,Jewelry,Accessories,73,Montana,M,Red,Summer,4.1,No,Standard,No,47,Cash,Fortnightly
2242,66,Female,Sandals,Footwear,29,Connecticut,M,Peach,Spring,3.9,No,Free Shipping,No,14,Venmo,Quarterly
2243,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,16,Venmo,Weekly
2244,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,28,Credit Card,Monthly
2245,38,Female,Gloves,Accessories,65,North Carolina,M,Red,Spring,3.6,No,2-Day Shipping,No,47,Debit Card,Quarterly
2246,29,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4,No,Express,No,18,Bank Transfer,Annually
2247,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,4,Debit Card,Quarterly
2248,39,Female,Belt,Accessories,54,Delaware,M,Silver,Winter,3.3,No,Next Day Air,No,48,Cash,Every 3 Months
2249,22,Other,Shoes,Accessories,0,Chicago,L,Green,Spring,0,No,Standard,Yes,7,Cash,Monthly
2250,27,Male,Bag,Electronics,0,Chicago,,White,Autumn,0,Yes,Standard,Yes,36,PayPal,Quarterly
2251,57,Male,Boots,Footwear,21,Montana,L,Violet,Spring,3,No,Next Day Air,No,16,PayPal,Bi-Weekly
2252,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,29,Venmo,Monthly
2253,48,Female,Handbag,Accessories,55,Connecticut,M,Violet,Spring,3.6,No,Standard,No,14,Debit Card,Weekly
2254,38,Other,Shoes,Accessories,0,Houston,S,Red,Autumn,2,Yes,Standard,Yes,11,PayPal,Weekly
2255,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,19,Credit Card,Quarterly
2256,62,Female,Handbag,Accessories,66,Illinois,L,Pink,Summer,4.8,No,2-Day Shipping,No,20,Venmo,Quarterly
2257,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Free Shipping,No,33,PayPal,Annually
2258,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,29,Credit Card,Every 3 Months
2259,47,Male,Bag,Clothing,0,New York,XL,Blue,Winter,3,No,Standard,Yes,0,Cash,Quarterly
2260,38,Other,Headphones,Accessories,917.62,Houston,L,White,Summer,4,Yes,Standard,Yes,0,Cash,Monthly
2261,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,25,Bank Transfer,Fortnightly
2262,67,Male,Watch,Clothing,0,Houston,XL,Blue,Autumn,1,No,Express,No,50,Cash,Monthly
2263,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,42,Debit Card,Quarterly
2264,58,Female,Sneakers,Footwear,27,North Carolina,XL,Gray,Spring,4.6,No,Standard,No,11,Venmo,Weekly
2265,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,44,PayPal,Every 3 Months
2266,48,Male,Jeans,Clothing,29,South Dakota,S,Teal,Spring,2.8,No,Express,Yes,16,Cash,Bi-Weekly
2267,23,Other,Laptop,Accessories,0,Houston,S,Black,Winter,3,No,Standard,Yes,0,Cash,Quarterly
2268,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,48,Venmo,Annually
2269,64,Male,Scarf,Accessories,85,Utah,M,Blue,Summer,2.7,Yes,Free Shipping,Yes,21,Credit Card,Annually
2270,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,12,Venmo,Annually
2271,58,Male,Sunglasses,Accessories,93,Idaho,L,Peach,Fall,4.2,No,Free Shipping,Yes,48,PayPal,Annually
2272,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,49,Cash,Quarterly
2273,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,25,Debit Card,Quarterly
2274,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Standard,No,6,PayPal,Weekly
2275,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,14,Venmo,Quarterly
2276,27,Female,Sandals,Footwear,77,Illinois,S,Gray,Fall,4.9,No,Store Pickup,No,46,Bank Transfer,Annually
2277,57,Male,Gloves,Accessories,66,California,M,Turquoise,Summer,5,No,Free Shipping,No,35,Venmo,Annually
2278,60,Male,Bag,Clothing,476.36,Houston,M,Black,Spring,4,No,Standard,No,2,Cash,Monthly
2279,59,Male,Sweater,Clothing,64,New York,L,Maroon,Summer,4.6,No,Free Shipping,Yes,21,Debit Card,Bi-Weekly
2280,24,Female,Shirt,Clothing,0,Chicago,L,Red,Autumn,0,No,Standard,Yes,0,Debit Card,Monthly
2281,57,Male,Shorts,Clothing,62,Arizona,XL,Yellow,Spring,4.7,No,Standard,No,27,Cash,Fortnightly
2282,27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,No,Standard,No,8,Cash,Bi-Weekly
2283,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3,No,Standard,No,25,Venmo,Fortnightly
2284,61,Female,Dress,Clothing,75,Delaware,M,White,Fall,3.6,No,2-Day Shipping,No,12,Debit Card,Bi-Weekly
2285,31,Male,Backpack,Accessories,90,South Dakota,S,Orange,Summer,4.9,No,Store Pickup,Yes,8,Credit Card,Annually
2286,46,Male,Skirt,Clothing,47,Idaho,L,Pink,Spring,4.1,No,Standard,No,17,PayPal,Every 3 Months
2287,19,Male,Shirt,Clothing,94,Washington,XL,Gold,Fall,5,No,Express,No,31,PayPal,Monthly
2288,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,43,PayPal,Monthly
2289,28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3,No,Standard,Yes,31,Cash,Bi-Weekly
2290,64,Male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,No,Next Day Air,Yes,45,Bank Transfer,Fortnightly
2291,62,Female,Coat,Outerwear,60,Connecticut,L,Pink,Fall,4,No,Next Day Air,No,10,Cash,Annually
2292,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,36,Debit Card,Every 3 Months
2293,28,Female,Shoes,Accessories,0,New York,L,Red,Winter,2,No,Express,Yes,0,PayPal,Monthly
2294,43,Male,Bag,Clothing,95.29,New York,M,Blue,Summer,0,Yes,Standard,Yes,50,Credit Card,Monthly
2295,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,3,Bank Transfer,Fortnightly
2296,31,Male,Hoodie,Clothing,22,Utah,M,Olive,Winter,4,No,Free Shipping,Yes,25,Bank Transfer,Weekly
2297,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,39,PayPal,Every 3 Months
2298,30,Male,Shoes,Footwear,86,Illinois,L,Green,Winter,2.9,No,Standard,Yes,48,Venmo,Quarterly
2299,45,Female,Jeans,Clothing,51,Louisiana,M,Gold,Spring,2.7,No,Free Shipping,No,5,Cash,Weekly
2300,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,28,Debit Card,Weekly
2301,41,Male,Gloves,Accessories,65,Missouri,L,Blue,Summer,3.3,No,Free Shipping,Yes,50,PayPal,Annually
2302,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,2,Credit Card,Bi-Weekly
2303,41,Male,Jacket,Outerwear,60,Virginia,M,Red,Fall,2.7,No,Standard,No,11,Debit Card,Every 3 Months
2304,23,Female,Dress,Clothing,97,Louisiana,XL,Teal,Winter,4.7,No,Standard,No,32,Debit Card,Annually
2305,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,24,PayPal,Monthly
2306,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,0,Yes,Free Shipping,Yes,12,Debit Card,Annually
2307,65,Male,Shirt,Accessories,1273.35,Chicago,L,White,Spring,0,No,Express,Yes,0,Debit Card,Monthly
2308,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,36,Debit Card,Annually
2309,29,Female,Watch,Electronics,0,Los Angeles,,Black,Spring,4,No,Standard,No,0,Debit Card,Weekly
2310,45,Other,Bag,Accessories,0,Chicago,L,Black,Winter,0,Yes,Standard,No,30,PayPal,Weekly
2311,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,21,Cash,Fortnightly
2312,54,Male,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,19,Bank Transfer,Every 3 Months
2313,68,Other,Bag,Accessories,0,Phoenix,L,Green,Autumn,5,No,Express,Yes,0,PayPal,Quarterly
2314,23,Male,Coat,Outerwear,32,Missouri,L,Black,Summer,3.1,No,Express,Yes,43,PayPal,Annually
2315,49,Male,Shoes,Footwear,76,Massachusetts,M,Gold,Fall,4.8,No,Next Day Air,No,38,Cash,Annually
2316,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,25,Debit Card,Annually
2317,55,Male,Watch,Clothing,187.11,Phoenix,M,Red,Summer,1,No,Express,Yes,0,Credit Card,Monthly
2318,40,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,23,Debit Card,Fortnightly
2319,23,Male,Sneakers,Footwear,90,California,XL,Indigo,Spring,3.1,No,2-Day Shipping,No,5,Debit Card,Bi-Weekly
2320,46,Other,Bag,Accessories,1233.29,Houston,S,Blue,Spring,0,No,Express,Yes,8,Credit Card,Monthly
2321,57,Other,Laptop,Electronics,0,Houston,,White,Summer,5,Yes,Express,No,18,Debit Card,Weekly
2322,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,43,Venmo,Bi-Weekly
2323,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,32,Cash,Quarterly
2324,62,Female,Jacket,Outerwear,31,Vermont,L,Red,Winter,3,No,Standard,No,1,Debit Card,Annually
2325,56,Female,Shirt,Clothing,49,Idaho,L,Turquoise,Winter,2.8,No,Next Day Air,No,9,Venmo,Monthly
2326,28,Female,Watch,Electronics,765.68,Los Angeles,,Red,Autumn,0,Yes,Express,Yes,0,Credit Card,Monthly
2327,36,Female,Socks,Clothing,85,North Dakota,L,Magenta,Fall,3.3,No,Store Pickup,No,12,Cash,Annually
2328,41,Male,Bag,Electronics,0,Chicago,,Red,Autumn,4,No,Express,Yes,0,Debit Card,Monthly
2329,39,Female,Blouse,Clothing,45,Montana,M,Brown,Fall,4,No,Free Shipping,No,24,Debit Card,Annually
2330,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,37,PayPal,Monthly
2331,22,Male,Belt,Accessories,29,Alabama,M,Magenta,Fall,4.2,Yes,Express,Yes,32,Debit Card,Every 3 Months
2332,70,Other,Bag,Accessories,0,Los Angeles,S,Black,Winter,3,Yes,Standard,No,10,Credit Card,Quarterly
2333,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,39,Credit Card,Quarterly
